1,1
2,1
3,2
4,3
5,5
6,8
7,13
8,21
9,34
10,55
11,89
12,144
13,233
14,377
15,610
16,987
17,1597
18,2584
19,4181
20,6765
21,10946
22,17711
23,28657
24,46368
25,75025
26,121393
27,196418
28,317811
29,514229
30,832040
31,1346269
32,2178309
33,3524578
34,5702887
35,9227465
36,14930352
37,24157817
38,39088169
39,63245986
40,102334155
41,165580141
42,267914296
43,433494437
44,701408733
45,1134903170
46,1836311903
47,2971215073
48,4807526976
49,7778742049
50,12586269025
51,20365011074
52,32951280099
53,53316291173
54,86267571272
55,139583862445
56,225851433717
57,365435296162
58,591286729879
59,956722026041
60,1548008755920
61,2504730781961
62,4052739537881
63,6557470319842
64,10610209857723
65,17167680177565
66,27777890035288
67,44945570212853
68,72723460248141
69,117669030460994
70,190392490709135
71,308061521170129
72,498454011879264
73,806515533049393
74,1304969544928657
75,2111485077978050
76,3416454622906707
77,5527939700884757
78,8944394323791464
79,1.44723340246762E+016
80,2.34167283484677E+016
81,3.78890623731439E+016
82,6.13057907216116E+016
83,9.91948530947555E+016
84,1.60500643816367E+017
85,2.59695496911123E+017
86,4.2019614072749E+017
87,6.79891637638612E+017
88,1.1000877783661E+018
89,1.77997941600471E+018
90,2.88006719437082E+018
91,4.66004661037553E+018
92,7.54011380474635E+018
93,1.22001604151219E+019
94,1.97402742198682E+019
95,3.19404346349901E+019
96,5.16807088548583E+019
97,8.36211434898484E+019
98,1.35301852344707E+020
99,2.18922995834555E+020
100,3.54224848179262E+020
101,5.73147844013817E+020
102,9.27372692193079E+020
103,1.5005205362069E+021
104,2.42789322839998E+021
105,3.92841376460687E+021
106,6.35630699300685E+021
107,1.02847207576137E+022
108,1.66410277506206E+022
109,2.69257485082343E+022
110,4.35667762588548E+022
111,7.04925247670891E+022
112,1.14059301025944E+023
113,1.84551825793033E+023
114,2.98611126818977E+023
115,4.8316295261201E+023
116,7.81774079430987E+023
117,1.264937032043E+024
118,2.04671111147398E+024
119,3.31164814351698E+024
120,5.35835925499097E+024
121,8.67000739850795E+024
122,1.40283666534989E+025
123,2.26983740520069E+025
124,3.67267407055058E+025
125,5.94251147575126E+025
126,9.61518554630184E+025
127,1.55576970220531E+026
128,2.5172882568355E+026
129,4.07305795904081E+026
130,6.5903462158763E+026
131,1.06634041749171E+027
132,1.72537503907934E+027
133,2.79171545657105E+027
134,4.51709049565039E+027
135,7.30880595222144E+027
136,1.18258964478718E+028
137,1.91347024000933E+028
138,3.09605988479651E+028
139,5.00953012480584E+028
140,8.10559000960235E+028
141,1.31151201344082E+029
142,2.12207101440105E+029
143,3.43358302784187E+029
144,5.55565404224293E+029
145,8.9892370700848E+029
146,1.45448911123277E+030
147,2.35341281824125E+030
148,3.80790192947403E+030
149,6.16131474771528E+030
150,9.9692166771893E+030
151,1.61305314249046E+031
152,2.60997481020939E+031
153,4.22302795269985E+031
154,6.83300276290924E+031
155,1.10560307156091E+032
156,1.78890334785183E+032
157,2.89450641941274E+032
158,4.68340976726457E+032
159,7.57791618667731E+032
160,1.22613259539419E+033
161,1.98392421406192E+033
162,3.21005680945611E+033
163,5.19398102351803E+033
164,8.40403783297414E+033
165,1.35980188564922E+034
166,2.20020566894663E+034
167,3.56000755459585E+034
168,5.76021322354248E+034
169,9.32022077813832E+034
170,1.50804340016808E+035
171,2.44006547798191E+035
172,3.94810887814999E+035
173,6.3881743561319E+035
174,1.03362832342819E+036
175,1.67244575904138E+036
176,2.70607408246957E+036
177,4.37851984151095E+036
178,7.08459392398052E+036
179,1.14631137654915E+037
180,1.8547707689472E+037
181,3.00108214549635E+037
182,4.85585291444354E+037
183,7.85693505993989E+037
184,1.27127879743834E+038
185,2.05697230343233E+038
186,3.32825110087068E+038
187,5.38522340430301E+038
188,8.71347450517368E+038
189,1.40986979094767E+039
190,2.28121724146504E+039
191,3.69108703241271E+039
192,5.97230427387775E+039
193,9.66339130629045E+039
194,1.56356955801682E+040
195,2.52990868864586E+040
196,4.09347824666268E+040
197,6.62338693530855E+040
198,1.07168651819712E+041
199,1.73402521172798E+041
200,2.8057117299251E+041
201,4.53973694165308E+041
202,7.34544867157818E+041
203,1.18851856132313E+042
204,1.92306342848094E+042
205,3.11158198980407E+042
206,5.03464541828501E+042
207,8.14622740808909E+042
208,1.31808728263741E+043
209,2.13271002344632E+043
210,3.45079730608373E+043
211,5.58350732953005E+043
212,9.03430463561378E+043
213,1.46178119651438E+044
214,2.36521166007576E+044
215,3.82699285659014E+044
216,6.1922045166659E+044
217,1.0019197373256E+045
218,1.62114018899219E+045
219,2.6230599263178E+045
220,4.24420011530999E+045
221,6.86726004162779E+045
222,1.11114601569378E+046
223,1.79787201985656E+046
224,2.90901803555034E+046
225,4.70689005540689E+046
226,7.61590809095723E+046
